s_1_1;s_218_1;s_219_1;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_19;s_23;s_191_1;s_191_2;s_191_3;s_191_4;s_191_5;s_84;s_85;s_86;s_87;s_173;s_192;s_227;s_228;s_229;s_230;s_231;s_232;s_233;s_234;s_235;s_236;s_284;s_285;s_286;s_287;s_288;s_336;s_337;s_338;s_339;s_340;s_341;s_342;s_343;s_111;s_391;s_392;s_393;s_394;s_395;s_396;s_397;s_398;s_399;s_401;s_410;s_421;s_427;s_436;s_446;s_460;s_461;s_112;s_200;s_217;s_204;s_205;s_206;s_207;s_208;s_209;s_210;s_211;s_216;s_143;s_144;s_145;s_146;s_147;s_148;s_149;lang;stato_1;stato_2;stato_3;stato_4;stato_5
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;36;Thailand;5;1;2;7;3;1;1;0;1;1;2;2;1;5;2;1;5;4;4;1;2;5;2;1;2;1;;;;;;2;4;4;4;2;2;2;2;?????????;4;4;4;2;6;4;4;3;3;2;2;2;2;2;2;5;2;;1;2;;;3;???;;;;;;2;3;2;2;1;2;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;2;30;Colombia;4;2;1;66;0;1;1;0;0;1;1;4;2;1;1;1;6;2;5;1;3;3;6;1;4;6;;;;;;;;;;;;;;;5;2;4;4;1;1;1;4;1;6;7;7;7;7;6;6;6;Xxx;1;1;1;No me parece divertido compartir memes de un virus con tan alta capacidad de contagio. No estoy de acuerdo con burlarse de la enfermedad. La situación y las personas tanto familiares como pacientes con COVID 19 merecen respeto y apoyo total para salir adelante;1;Porque las enfermedades son algo serio y más está virosis que ha cobrado tantas vidas. Familiares como pacientes con COVID 19 merecen es respeto y apoyo;1;Porque el virus es algo serio Familiares como pacientes con COVID 19 merecen es respeto y apoyo;5;Porque funcionan de distractor y puede sacar muchas sonrisas en esta época de caos yiedo;Xxx;2;2;4;3;1;2;2;3;0;0;0;1;0
1;1;1;1;1;25;Sweden;4;1;3;20;10;1;1;1;1;1;6;5;4;4;3;3;5;5;4;3;3;4;5;5;4;4;5;3;4;4;4;5;3;3;4;4;3;4;4;Some PC games, some mobile games;5;4;4;3;2;1;1;4;4;4;7;7;7;7;7;5;4;;1;1;3;;4;;3;;3;;Love a good meme;2;2;3;3;3;3;3;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;Colombia;4;1;3;35;3;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;34;Mexico;5;1;1;58;3;1;1;0;1;1;2;6;2;6;1;1;6;2;4;1;1;1;6;6;1;1;;;;;;5;1;1;1;1;1;1;1;Juegos de historias    Deportivos;2;1;1;1;1;1;1;1;1;6;1;1;1;1;1;5;1;;1;1;3;La sátira me parece una forma de abordar ciertos conflictos sociales, como por ejemplo el descuido ante la pandemia;5;me parece una forma sencilla de relajarme;2;no considero que haya algo gracioso sobre el covid;5;me distrae;;1;2;3;2;1;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;33;Thailand;5;1;2;15;6;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
1;1;1;1;1;33;Thailand;8;1;1;30;1;1;1;0;0;0;5;5;4;5;3;1;6;4;5;7;4;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;4;4;5;3;;2;2;;;;;;;;;;1;4;2;2;1;2;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;Colombia;2;2;4;55;4;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;50;Colombia;2;2;3;31;6;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;64;Colombia;4;2;2;25;2;1;1;1;1;1;6;6;5;5;7;1;5;5;5;2;6;2;5;1;1;2;4;4;4;2;1;5;4;7;4;2;2;1;1;Naipe;5;5;5;5;1;1;1;1;1;1;4;4;4;7;5;4;2;Lo prohibio es lo más deseado;2;1;3;Para sacar risa;;;3;;5;Para sacar risa;Que llegue el final de lo prohibido;2;2;2;2;2;3;3;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;25;COLOMBIA;4;1;1;31;7;1;1;0;1;1;1;2;1;1;2;1;5;5;5;1;1;1;1;1;1;1;;;;;;6;6;6;6;6;6;6;6;shooters,  MOBAS;5;5;5;2;2;3;2;2;2;2;3;2;3;2;2;5;5;;1;1;3;;3;;4;;3;;;3;3;;2;2;1;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;2;41;Denmark;8;1;3;25;5;1;1;0;0;1;2;6;2;5;1;1;4;4;4;1;1;6;2;5;2;2;;;;;;;;;;;;;;;6;6;4;2;4;2;1;5;5;4;1;6;2;6;2;4;4;;2;2;;;;;;;;;;2;1;1;1;2;1;1;4;0;0;0;1;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;34;Colombia;4;1;1;26;;1;1;1;0;1;4;3;1;2;4;1;3;1;1;1;1;4;3;5;1;1;4;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muy largo el cuestionario, genera ganas de no leer;1;2;;;3;;;;;;;2;1;2;2;4;2;4;3;0;0;0;1;0
1;1;1;1;2;36;Thailand;5;1;1;25;6;1;1;1;1;1;3;4;2;5;2;2;5;3;4;2;2;2;3;5;3;3;3;3;4;2;2;4;2;2;4;2;2;3;2;;5;5;2;2;5;6;2;5;4;3;2;3;2;2;2;5;2;;2;2;;;;;;;;;;1;2;2;2;2;1;3;2;0;0;0;1;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;2;22;Thailand;8;1;1;26;3;1;1;0;0;1;5;4;2;3;2;1;6;3;6;7;4;4;2;1;6;6;;;;;;;;;;;;;;;5;3;5;4;5;5;1;6;5;2;2;6;4;2;5;4;6;;1;1;1;?????????????????????;2;???????????????????????;1;?????? ???????;4;???????????????????????????????;;2;1;4;3;2;2;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;25;Colombia;8;2;1;45;2;1;1;1;0;1;2;4;2;5;2;2;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;4;4;4;4;2;2;2;2;3;2;5;6;6;1;6;6;3;Aunque las redes sociales y la televisión me han permitido distraerme mucho en este tiempo y no pensar tanto en la pandemia, la gran cantidad de noticias sobre el Covid en ocasiones me genera malestar emocional, por ello prefiero ver peliculas, a veces me conecto a redes pero al recibir tantas cadenas sobre ese tema me siento tensa, aveces también siento que mis dias estan pasando y mi tiempo es consumido por la tecnologia, me gustaría hacer otras cosas más creativas pero mi familia se pasa el dia en el celular, en ocasiones busco cursos gratuitos para aprender nuevas cosas.;1;2;;;2;Porque pese a que podría ser una nueva forma de ver esta problemática, me pertuba pensar en la pandemia y las muertes y pese a que quisiera no me causa mucha gracia memes sobre eso.;;;;;;3;3;4;4;4;3;4;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;Thailand;8;1;3;27;3;1;1;0;1;1;2;4;1;4;3;1;5;3;5;1;1;3;1;2;2;5;;;;;;2;1;4;5;2;1;1;1;;5;5;5;1;3;5;1;4;2;1;6;3;1;1;4;2;1;????????????? ?????????????????????????? ???????????????????? ????????????????? ?????????????????????????????? ??????????????????????????????? ???????????????? ??????????????????? ??????????????????????????? ?????????????? ???????????????????????????????????????;1;1;1;;3;;1;;3;;;1;4;1;4;1;4;2;7;0;0;0;1;0
1;1;1;1;2;30;Thailand;5;1;1;25;1;1;1;0;0;0;4;5;2;5;1;1;5;5;5;7;4;5;3;5;3;3;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;4;4;5;1;;1;1;3;;3;;3;;3;;;2;3;2;2;2;2;2;7;0;0;0;1;0
1;1;1;1;2;46;Thailand;8;1;2;30;4;1;1;1;1;0;7;7;7;6;7;7;4;5;4;4;4;6;4;6;4;3;;4;3;4;3;7;7;7;7;7;7;7;7;;;;;;;;;;;;2;4;4;4;4;4;3;;1;1;3;???????????????????????????;2;;2;;3;;;2;4;3;2;2;2;2;7;0;0;0;1;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;35;Thailand;8;1;3;31;2;1;1;1;0;0;2;2;2;4;2;3;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;4;3;;1;2;;;3;;;;;;;2;2;2;2;1;1;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;51;Thailand;5;1;3;31;1;1;1;1;1;1;2;2;1;6;1;1;5;3;3;1;2;6;4;5;3;1;4;1;4;1;2;2;1;2;1;1;1;1;1;;3;4;4;2;5;5;2;2;1;1;1;4;2;1;1;2;1;;1;1;2;;3;;1;;1;;;1;1;1;1;1;;2;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;Colombia;4;2;4;26;5;1;1;0;0;1;2;2;1;6;1;1;5;1;2;1;1;5;4;2;1;1;;;;;;;;;;;;;;;1;1;1;1;;;1;1;1;4;2;5;1;5;5;2;1;Muchas gracias por la encuesta. Pude darme cuenta que en este tiempo debería llamar  a mi familia mas de lo que normalmente acostumbro;1;1;1;Considero que es algo que se debe tomar muy en serio;2;Porque no es gracioso que mientras muchos sufren por está pandemia, otros estemos haciendo chocó con la mismo;1;Porque es algo muy serio;5;Me gustan los nenes;Los menes me gustan, pero no me gusta que se hagan chistes con cosas serias, sobre todo debemos respetar el dolor y sufrimiento que muchos padecen por está pandemia;1;2;2;1;1;1;2;3;0;0;0;1;0
1;1;1;1;2;36;Peru;;1;1;37;2;1;1;1;0;1;4;4;1;4;1;1;4;1;1;7;4;4;3;6;2;2;4;1;1;7;1;;;;;;;;;;2;3;1;3;1;1;1;3;3;7;2;2;2;7;2;4;3;Le he tomado pereza a la red Instagram, no encuentro nada que me llame la atención allá, todo me parece repetitivo y mucho más superficial que nunca;1;1;3;Es útil;3;Es bueno reírse de vez en cuando;3;Ayudar al buen ánimo de otros;3;No todo es covid, ayuda a refrescar;;2;2;2;2;3;2;2;3;0;0;0;1;0
1;1;1;1;2;33;Thailand;5;1;3;30;3;1;1;1;1;1;4;4;1;5;1;1;4;1;5;1;1;4;3;3;1;1;4;1;3;1;1;4;1;1;1;1;1;1;1;;3;3;1;1;5;3;3;1;1;1;4;4;4;4;4;3;1;;1;1;3;;4;;3;;3;;;2;2;2;1;1;3;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;47;Thailand;8;1;1;27;16;1;1;1;0;1;3;3;2;2;2;1;3;4;;1;1;;6;6;2;1;2;2;1;1;1;;;;;;;;;;5;2;1;1;5;6;2;1;1;4;3;4;6;3;6;5;1;;2;2;;;;;;;;;;1;4;1;1;1;1;1;7;0;0;0;1;0
1;1;1;1;4;44;Thailand;5;1;4;52;0;1;1;0;1;1;6;4;2;6;1;1;5;2;4;7;1;5;2;4;3;1;;;;;;4;1;1;3;7;2;4;3;board game ?????? ????? ??? ??????? ???????   ???????????? ??????????? packman   cross word  scarbble bookworm;6;4;4;2;4;4;1;5;5;7;7;7;7;7;7;4;4;;2;2;;;;;;;;;;2;2;3;3;2;4;2;7;0;0;0;1;0
1;1;1;1;2;22;Colombia;3;2;2;32;4;1;1;1;0;1;2;5;5;5;2;2;2;4;5;4;4;4;6;5;3;2;2;4;5;3;2;;;;;;;;;;5;3;5;3;3;2;2;2;2;2;2;6;3;2;4;4;2;;2;2;;;;;;;;;;2;2;2;2;3;3;4;3;0;0;0;1;0
1;1;1;1;2;27;Greece;5;1;3;30;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;25;Thailand;8;1;1;29;5;1;1;1;1;1;6;6;4;4;1;2;6;4;4;3;1;4;1;2;3;3;4;5;4;3;2;6;6;6;6;4;1;4;4;FPS, RPG, Open-World, Sandbox, Multiplayer, online;6;5;6;1;6;5;1;4;4;3;1;7;7;7;7;5;3;;1;1;1;???????????????????;3;???;1;???????????????????;2;???????????????????;;4;2;3;3;3;3;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
1;1;1;1;;;Thailand;5;2;3;;1;1;1;0;0;0;3;5;2;5;2;2;5;2;2;1;2;6;4;5;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;4;2;??????????????????????????????????????????????????????;2;2;;;;;;;;;;2;4;2;2;2;1;1;7;0;0;0;1;0
1;1;1;1;2;62;Italy;5;2;2;36;2;1;1;1;0;1;4;5;3;5;2;1;2;3;2;2;4;2;1;5;2;2;2;5;2;2;2;;;;;;;;;;2;2;2;2;1;1;2;2;2;5;1;5;2;2;2;4;3;;1;1;3;;3;Me divierto;3;Me divierto;4;Por qué no existe solo el coronavirus;;2;2;3;2;2;3;3;3;0;0;0;1;0
1;1;1;1;2;26;Colombia;4;1;3;45;1;1;1;1;0;0;2;4;1;3;1;1;6;2;5;3;2;1;5;7;2;2;4;2;2;2;2;;;;;;;;;;;;;;;;;;;;4;4;2;1;4;3;4;Ya que ahora la modalidad de trabajo, es virtual desde mi casa, Cuando tengo tiempo libre para contactar a otros y relacionarme, no quiero, porque me canso de usar medios virtuales (Whatsapp, FBk, IG, o cualquier red social, o que implique tener una pantalla de por medio) que ya he estado usando todo el día por razón del trabajo.     Aunque en el trabajo presencial, tambien se requiere uso de computadores, y pantallas. Había tiempo para reuniones y experiencias no virtuales, que ahora TODAS tocan virtuales.;1;1;3;No quiero pensar mucho en la situación.;4;Prefiero reir sobre ello, que estar muy preocupada.;4;Hago reir a otros.;5;Es tiempo de hablar cosas direrentes a lo que ya todo el mundo está compartiendo.;;2;1;2;2;1;2;2;3;0;0;0;1;0
1;1;1;1;2;35;Colombia;5;1;3;50;;1;1;1;0;1;4;4;2;5;6;4;4;4;3;2;5;6;4;3;3;4;5;5;4;5;4;;;;;;;;;;6;6;4;6;5;5;3;5;2;3;7;7;7;7;7;4;3;;1;1;2;;3;transforma la sensanción respecto al tema, permite sentir que todos estamos experimentando situaciones similares;3;;3;;;2;1;1;2;2;4;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;21;Colombia;4;2;3;30;3;1;1;1;0;1;5;4;2;5;1;1;6;4;1;5;6;4;5;6;3;1;6;4;1;2;1;;;;;;;;;;6;5;2;5;5;2;1;4;1;5;2;6;4;4;5;3;3;El estudio virtual me hace sentir presionada y me hace llevar la cuarentena más mal de lo que ya es.;1;1;5;Para generar conciencia ya que mi estudio es parte de las areas de la salud y los memes son una buena manera de llegar a la gente;3;Siento por parte de algunos memes ignorancia;3;;5;;;2;2;4;3;3;2;2;3;0;0;0;1;0
1;1;1;1;2;18;Colombia;4;2;4;44;3;1;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
